timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1597007898249,6,clients,200,,sendComment 1-1,text,true,,6135,401,1,2,http://localhost:8080/clients.html,6,0,0
1597007898249,6,Клиенты,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,6135,401,1,2,null,6,1,0
1597007898256,6,guest,200,,sendComment 1-1,text,true,,4112,415,1,2,http://localhost:8080/guestbook.html,6,0,0
1597007898263,3,send_comment,200,,sendComment 1-1,text,true,,274,619,1,2,http://localhost:8080/service/guestbook,3,0,0
1597007898256,9,Оптравка комментария,200,"Number of samples in transaction : 2, number of failing samples : 0",sendComment 1-1,,true,,4386,1034,1,2,null,9,1,0
1597007898266,3,Guest comments,200,,sendComment 1-1,text,true,,1611,136,1,2,http://localhost:8080/service/guestbook,3,0,0
1597007898266,3,Проверка комментария,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,1611,136,1,2,null,3,0,0
1597007898270,7,open_site,200,,sendComment 1-1,text,true,,22653,356,1,2,http://localhost:8080/,7,0,0
1597007898270,7,Главная,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,22653,356,1,2,null,7,1,0
1597007898278,6,clients,200,,sendComment 1-1,text,true,,6135,401,1,2,http://localhost:8080/clients.html,6,0,0
1597007898278,6,Клиенты,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,6135,401,1,2,null,6,1,0
1597007898285,5,guest,200,,sendComment 1-1,text,true,,4112,415,1,2,http://localhost:8080/guestbook.html,5,0,0
1597007898291,2,send_comment,200,,sendComment 1-1,text,true,,274,540,1,2,http://localhost:8080/service/guestbook,2,0,0
1597007898285,7,Оптравка комментария,200,"Number of samples in transaction : 2, number of failing samples : 0",sendComment 1-1,,true,,4386,955,1,2,null,7,1,0
1597007898293,3,Guest comments,200,,sendComment 1-1,text,true,,1663,136,1,2,http://localhost:8080/service/guestbook,3,0,0
1597007898293,3,Проверка комментария,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,1663,136,1,2,null,3,0,0
1597007898423,8,open_site,200,,sendComment 1-1,text,true,,22653,356,1,2,http://localhost:8080/,8,0,0
1597007898297,8,Главная,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,22653,356,1,2,null,8,127,0
1597007898432,5,clients,200,,sendComment 1-1,text,true,,6135,401,1,2,http://localhost:8080/clients.html,5,0,0
1597007898432,5,Клиенты,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,6135,401,1,2,null,5,1,0
1597007898438,6,guest,200,,sendComment 1-1,text,true,,4112,415,1,2,http://localhost:8080/guestbook.html,6,0,0
1597007898445,9,send_comment,500,,sendComment 1-1,text,false,Test failed: text expected to contain /OK/,1123,665,1,2,http://localhost:8080/service/guestbook,9,0,0
1597007898438,15,Оптравка комментария,,"Number of samples in transaction : 2, number of failing samples : 1",sendComment 1-1,,false,,5235,1080,1,2,null,15,2,0
1597007898455,4,Guest comments,200,,sendComment 1-1,text,false,Test failed: text expected to contain /<b>Центральный банк Российской Федерации</b>: 'who i am?'<br>/,1663,136,1,2,http://localhost:8080/service/guestbook,4,0,1
1597007898455,4,Проверка комментария,,"Number of samples in transaction : 1, number of failing samples : 1",sendComment 1-1,,false,,1663,136,1,2,null,4,1,1
1597007898586,8,open_site,200,,sendComment 1-1,text,true,,22653,356,1,2,http://localhost:8080/,8,0,0
1597007898460,8,Главная,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,22653,356,1,2,null,8,127,0
1597007898595,6,clients,200,,sendComment 1-1,text,true,,6135,401,1,2,http://localhost:8080/clients.html,6,0,0
1597007898595,6,Клиенты,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,6135,401,1,2,null,6,0,0
1597007898601,7,guest,200,,sendComment 1-1,text,true,,4112,415,1,2,http://localhost:8080/guestbook.html,7,0,0
1597007898609,3,send_comment,200,,sendComment 1-1,text,true,,274,566,1,2,http://localhost:8080/service/guestbook,3,0,0
1597007898601,10,Оптравка комментария,200,"Number of samples in transaction : 2, number of failing samples : 0",sendComment 1-1,,true,,4386,981,1,2,null,10,1,0
1597007898612,2,Guest comments,200,,sendComment 1-1,text,true,,1719,136,1,2,http://localhost:8080/service/guestbook,2,0,0
1597007898612,2,Проверка комментария,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,1719,136,1,2,null,2,0,0
1597007898741,7,open_site,200,,sendComment 1-1,text,true,,22653,356,1,2,http://localhost:8080/,7,0,0
1597007898615,7,Главная,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,22653,356,1,2,null,7,127,0
1597007898749,6,clients,200,,sendComment 1-1,text,true,,6135,401,1,2,http://localhost:8080/clients.html,6,0,0
1597007898749,6,Клиенты,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,6135,401,1,2,null,6,0,0
1597007898755,6,guest,200,,sendComment 1-1,text,true,,4112,415,1,2,http://localhost:8080/guestbook.html,6,0,0
1597007898762,2,send_comment,200,,sendComment 1-1,text,true,,274,525,1,2,http://localhost:8080/service/guestbook,2,0,0
1597007898755,8,Оптравка комментария,200,"Number of samples in transaction : 2, number of failing samples : 0",sendComment 1-1,,true,,4386,940,1,2,null,8,1,0
1597007898765,2,Guest comments,200,,sendComment 1-1,text,true,,1763,136,1,2,http://localhost:8080/service/guestbook,2,0,0
1597007898765,2,Проверка комментария,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,1763,136,1,2,null,2,0,0
1597007898768,7,open_site,200,,sendComment 1-1,text,true,,22653,356,1,2,http://localhost:8080/,6,0,0
1597007898768,7,Главная,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,22653,356,1,2,null,6,0,0
1597007898776,6,clients,200,,sendComment 1-1,text,true,,6135,401,1,2,http://localhost:8080/clients.html,6,0,0
1597007898776,6,Клиенты,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,6135,401,1,2,null,6,0,0
1597007898782,10,guest,200,,sendComment 1-1,text,true,,4112,415,1,2,http://localhost:8080/guestbook.html,10,0,0
1597007898792,23,send_comment,200,,sendComment 1-1,text,true,,274,507,1,2,http://localhost:8080/service/guestbook,23,0,0
1597007898782,33,Оптравка комментария,200,"Number of samples in transaction : 2, number of failing samples : 0",sendComment 1-1,,true,,4386,922,1,2,null,33,1,0
1597007898816,2,Guest comments,200,,sendComment 1-1,text,true,,1807,136,1,2,http://localhost:8080/service/guestbook,2,0,0
1597007898816,2,Проверка комментария,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,1807,136,1,2,null,2,0,0
1597007898945,7,open_site,200,,sendComment 1-1,text,true,,22653,356,1,2,http://localhost:8080/,7,0,0
1597007898819,7,Главная,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,22653,356,1,2,null,7,127,0
1597007898953,6,clients,200,,sendComment 1-1,text,true,,6135,401,1,2,http://localhost:8080/clients.html,6,0,0
1597007898953,6,Клиенты,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,6135,401,1,2,null,6,1,0
1597007898960,6,guest,200,,sendComment 1-1,text,true,,4112,415,1,2,http://localhost:8080/guestbook.html,6,0,0
1597007898966,3,send_comment,200,,sendComment 1-1,text,true,,274,625,1,2,http://localhost:8080/service/guestbook,3,0,0
1597007898960,9,Оптравка комментария,200,"Number of samples in transaction : 2, number of failing samples : 0",sendComment 1-1,,true,,4386,1040,1,2,null,9,0,0
1597007898969,3,Guest comments,200,,sendComment 1-1,text,true,,1884,136,1,2,http://localhost:8080/service/guestbook,3,0,0
1597007898969,3,Проверка комментария,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,1884,136,1,2,null,3,0,0
1597007899099,7,open_site,200,,sendComment 1-1,text,true,,22653,356,1,2,http://localhost:8080/,7,0,0
1597007898973,7,Главная,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,22653,356,1,2,null,7,127,0
1597007899107,7,clients,200,,sendComment 1-1,text,true,,6135,401,1,2,http://localhost:8080/clients.html,7,0,0
1597007899107,7,Клиенты,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,6135,401,1,2,null,7,0,0
1597007899115,5,guest,200,,sendComment 1-1,text,true,,4112,415,1,2,http://localhost:8080/guestbook.html,5,0,0
1597007899121,3,send_comment,200,,sendComment 1-1,text,true,,274,492,1,2,http://localhost:8080/service/guestbook,3,0,0
1597007899114,8,Оптравка комментария,200,"Number of samples in transaction : 2, number of failing samples : 0",sendComment 1-1,,true,,4386,907,1,2,null,8,2,0
1597007899124,2,Guest comments,200,,sendComment 1-1,text,true,,1917,136,1,2,http://localhost:8080/service/guestbook,2,0,0
1597007899124,2,Проверка комментария,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,1917,136,1,2,null,2,1,0
1597007899127,7,open_site,200,,sendComment 1-1,text,true,,22653,356,1,2,http://localhost:8080/,6,0,0
1597007899127,7,Главная,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,22653,356,1,2,null,6,0,0
1597007899134,6,clients,200,,sendComment 1-1,text,true,,6135,401,1,2,http://localhost:8080/clients.html,6,0,0
1597007899134,6,Клиенты,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,6135,401,1,2,null,6,1,0
1597007899142,6,guest,200,,sendComment 1-1,text,true,,4112,415,1,2,http://localhost:8080/guestbook.html,6,0,0
1597007899148,3,send_comment,200,,sendComment 1-1,text,true,,274,613,1,2,http://localhost:8080/service/guestbook,3,0,0
1597007899141,9,Оптравка комментария,200,"Number of samples in transaction : 2, number of failing samples : 0",sendComment 1-1,,true,,4386,1028,1,2,null,9,1,0
1597007899151,3,Guest comments,200,,sendComment 1-1,text,true,,1988,136,1,2,http://localhost:8080/service/guestbook,3,0,0
1597007899151,3,Проверка комментария,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,1988,136,1,2,null,3,0,0
1597007899281,7,open_site,200,,sendComment 1-1,text,true,,22653,356,1,2,http://localhost:8080/,7,0,0
1597007899155,7,Главная,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,22653,356,1,2,null,7,127,0
1597007899289,6,clients,200,,sendComment 1-1,text,true,,6135,401,1,2,http://localhost:8080/clients.html,6,0,0
1597007899289,6,Клиенты,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,6135,401,1,2,null,6,0,0
1597007899296,6,guest,200,,sendComment 1-1,text,true,,4112,415,1,2,http://localhost:8080/guestbook.html,6,0,0
1597007899302,3,send_comment,200,,sendComment 1-1,text,true,,274,505,1,2,http://localhost:8080/service/guestbook,3,0,0
1597007899295,9,Оптравка комментария,200,"Number of samples in transaction : 2, number of failing samples : 0",sendComment 1-1,,true,,4386,920,1,2,null,9,1,0
1597007899305,2,Guest comments,200,,sendComment 1-1,text,true,,2026,136,1,2,http://localhost:8080/service/guestbook,2,0,0
1597007899305,2,Проверка комментария,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,2026,136,1,2,null,2,1,0
1597007899435,7,open_site,200,,sendComment 1-1,text,true,,22653,356,1,2,http://localhost:8080/,7,0,0
1597007899308,7,Главная,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,22653,356,1,2,null,7,128,0
1597007899443,6,clients,200,,sendComment 1-1,text,true,,6135,401,1,2,http://localhost:8080/clients.html,6,0,0
1597007899443,6,Клиенты,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,6135,401,1,2,null,6,1,0
1597007899450,6,guest,200,,sendComment 1-1,text,true,,4112,415,1,2,http://localhost:8080/guestbook.html,6,0,0
1597007899456,4,send_comment,200,,sendComment 1-1,text,true,,274,565,1,2,http://localhost:8080/service/guestbook,4,0,0
1597007899450,10,Оптравка комментария,200,"Number of samples in transaction : 2, number of failing samples : 0",sendComment 1-1,,true,,4386,980,1,2,null,10,0,0
1597007899461,3,Guest comments,200,,sendComment 1-1,text,true,,2081,136,1,2,http://localhost:8080/service/guestbook,3,0,0
1597007899460,3,Проверка комментария,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,2081,136,1,2,null,3,1,0
1597007899592,8,open_site,200,,sendComment 1-1,text,true,,22653,356,1,2,http://localhost:8080/,7,0,0
1597007899465,8,Главная,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,22653,356,1,2,null,7,127,0
1597007899601,6,clients,200,,sendComment 1-1,text,true,,6135,401,1,2,http://localhost:8080/clients.html,6,0,0
1597007899600,6,Клиенты,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,6135,401,1,2,null,6,1,0
1597007899607,7,guest,200,,sendComment 1-1,text,true,,4112,415,1,2,http://localhost:8080/guestbook.html,7,0,0
1597007899614,3,send_comment,200,,sendComment 1-1,text,true,,274,515,1,2,http://localhost:8080/service/guestbook,3,0,0
1597007899607,10,Оптравка комментария,200,"Number of samples in transaction : 2, number of failing samples : 0",sendComment 1-1,,true,,4386,930,1,2,null,10,1,0
1597007899618,2,Guest comments,200,,sendComment 1-1,text,true,,2119,136,1,2,http://localhost:8080/service/guestbook,2,0,0
1597007899618,2,Проверка комментария,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,2119,136,1,2,null,2,0,0
1597007899747,7,open_site,200,,sendComment 1-1,text,true,,22653,356,1,2,http://localhost:8080/,7,0,0
1597007899621,7,Главная,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,22653,356,1,2,null,7,127,0
1597007899755,6,clients,200,,sendComment 1-1,text,true,,6135,401,1,2,http://localhost:8080/clients.html,6,0,0
1597007899755,6,Клиенты,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,6135,401,1,2,null,6,1,0
1597007899762,8,guest,200,,sendComment 1-1,text,true,,4112,415,1,2,http://localhost:8080/guestbook.html,8,0,0
1597007899771,22,send_comment,200,,sendComment 1-1,text,true,,274,593,1,2,http://localhost:8080/service/guestbook,22,0,0
1597007899762,30,Оптравка комментария,200,"Number of samples in transaction : 2, number of failing samples : 0",sendComment 1-1,,true,,4386,1008,1,2,null,30,2,0
1597007899794,3,Guest comments,200,,sendComment 1-1,text,true,,2184,136,1,2,http://localhost:8080/service/guestbook,3,0,0
1597007899794,3,Проверка комментария,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,2184,136,1,2,null,3,0,0
1597007899798,6,open_site,200,,sendComment 1-1,text,true,,22653,356,1,2,http://localhost:8080/,6,0,0
1597007899797,6,Главная,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,22653,356,1,2,null,6,2,0
1597007899805,6,clients,200,,sendComment 1-1,text,true,,6135,401,1,2,http://localhost:8080/clients.html,6,0,0
1597007899805,6,Клиенты,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,6135,401,1,2,null,6,0,0
1597007899812,5,guest,200,,sendComment 1-1,text,true,,4112,415,1,2,http://localhost:8080/guestbook.html,5,0,0
1597007899817,4,send_comment,200,,sendComment 1-1,text,true,,274,677,1,2,http://localhost:8080/service/guestbook,4,0,0
1597007899812,9,Оптравка комментария,200,"Number of samples in transaction : 2, number of failing samples : 0",sendComment 1-1,,true,,4386,1092,1,2,null,9,0,0
1597007899821,2,Guest comments,200,,sendComment 1-1,text,true,,2279,136,1,2,http://localhost:8080/service/guestbook,2,0,0
1597007899821,2,Проверка комментария,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,2279,136,1,2,null,2,0,0
1597007899950,7,open_site,200,,sendComment 1-1,text,true,,22653,356,1,2,http://localhost:8080/,7,0,0
1597007899824,7,Главная,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,22653,356,1,2,null,7,127,0
1597007899958,6,clients,200,,sendComment 1-1,text,true,,6135,401,1,2,http://localhost:8080/clients.html,6,0,0
1597007899958,6,Клиенты,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,6135,401,1,2,null,6,0,0
1597007899964,6,guest,200,,sendComment 1-1,text,true,,4112,415,1,2,http://localhost:8080/guestbook.html,6,0,0
1597007899970,3,send_comment,200,,sendComment 1-1,text,true,,274,479,1,2,http://localhost:8080/service/guestbook,3,0,0
1597007899964,9,Оптравка комментария,200,"Number of samples in transaction : 2, number of failing samples : 0",sendComment 1-1,,true,,4386,894,1,2,null,9,1,0
1597007899974,3,Guest comments,200,,sendComment 1-1,text,true,,2307,136,1,2,http://localhost:8080/service/guestbook,3,0,0
1597007899974,3,Проверка комментария,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,2307,136,1,2,null,3,0,0
1597007900103,8,open_site,200,,sendComment 1-1,text,true,,22653,356,1,2,http://localhost:8080/,8,0,0
1597007899978,8,Главная,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,22653,356,1,2,null,8,125,0
1597007900112,6,clients,200,,sendComment 1-1,text,true,,6135,401,1,2,http://localhost:8080/clients.html,6,0,0
1597007900112,6,Клиенты,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,6135,401,1,2,null,6,0,0
1597007900118,5,guest,200,,sendComment 1-1,text,true,,4112,415,1,2,http://localhost:8080/guestbook.html,5,0,0
1597007900124,3,send_comment,200,,sendComment 1-1,text,true,,274,520,1,2,http://localhost:8080/service/guestbook,3,0,0
1597007900118,8,Оптравка комментария,200,"Number of samples in transaction : 2, number of failing samples : 0",sendComment 1-1,,true,,4386,935,1,2,null,8,1,0
1597007900127,3,Guest comments,200,,sendComment 1-1,text,true,,2356,136,1,2,http://localhost:8080/service/guestbook,3,0,0
1597007900127,3,Проверка комментария,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,2356,136,1,2,null,3,0,0
1597007900131,7,open_site,200,,sendComment 1-1,text,true,,22653,356,1,2,http://localhost:8080/,6,0,0
1597007900131,7,Главная,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,22653,356,1,2,null,6,0,0
1597007900138,6,clients,200,,sendComment 1-1,text,true,,6135,401,1,2,http://localhost:8080/clients.html,6,0,0
1597007900138,6,Клиенты,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,6135,401,1,2,null,6,1,0
1597007900145,6,guest,200,,sendComment 1-1,text,true,,4112,415,1,2,http://localhost:8080/guestbook.html,6,0,0
1597007900151,3,send_comment,200,,sendComment 1-1,text,true,,274,618,1,2,http://localhost:8080/service/guestbook,3,0,0
1597007900145,9,Оптравка комментария,200,"Number of samples in transaction : 2, number of failing samples : 0",sendComment 1-1,,true,,4386,1033,1,2,null,9,1,0
1597007900155,3,Guest comments,200,,sendComment 1-1,text,true,,2430,136,1,2,http://localhost:8080/service/guestbook,3,0,0
1597007900155,3,Проверка комментария,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,2430,136,1,2,null,3,0,0
1597007900284,8,open_site,200,,sendComment 1-1,text,true,,22653,356,1,2,http://localhost:8080/,7,0,0
1597007900159,8,Главная,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,22653,356,1,2,null,7,126,0
1597007900293,6,clients,200,,sendComment 1-1,text,true,,6135,401,1,2,http://localhost:8080/clients.html,6,0,0
1597007900293,6,Клиенты,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,6135,401,1,2,null,6,0,0
1597007900300,5,guest,200,,sendComment 1-1,text,true,,4112,415,1,2,http://localhost:8080/guestbook.html,5,0,0
1597007900306,3,send_comment,200,,sendComment 1-1,text,true,,274,715,1,2,http://localhost:8080/service/guestbook,3,0,0
1597007900299,8,Оптравка комментария,200,"Number of samples in transaction : 2, number of failing samples : 0",sendComment 1-1,,true,,4386,1130,1,2,null,8,2,0
1597007900310,3,Guest comments,200,,sendComment 1-1,text,true,,2539,136,1,2,http://localhost:8080/service/guestbook,3,0,0
1597007900310,3,Проверка комментария,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,2539,136,1,2,null,3,0,0
1597007900439,8,open_site,200,,sendComment 1-1,text,true,,22653,356,1,2,http://localhost:8080/,7,0,0
1597007900314,8,Главная,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,22653,356,1,2,null,7,125,0
1597007900447,6,clients,200,,sendComment 1-1,text,true,,6135,401,1,2,http://localhost:8080/clients.html,6,0,0
1597007900447,6,Клиенты,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,6135,401,1,2,null,6,0,0
1597007900453,7,guest,200,,sendComment 1-1,text,true,,4112,415,1,2,http://localhost:8080/guestbook.html,7,0,0
1597007900461,4,send_comment,200,,sendComment 1-1,text,true,,274,500,1,2,http://localhost:8080/service/guestbook,4,0,0
1597007900453,11,Оптравка комментария,200,"Number of samples in transaction : 2, number of failing samples : 0",sendComment 1-1,,true,,4386,915,1,2,null,11,1,0
